RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
541212,The Ultimate Guide to Icing Cookies,0,PT15M,PT15M,"c(""powdered sugar"", ""vanilla extract"", ""salt"", ""unsalted butter"", ""vegetable shortening"", ""powdered sugar"", ""half-and-half"", ""vanilla extract"", ""salt"", ""powdered sugar"", ""water"")",370.8,10,4.6,13.1,19.6,72.1,0,70.6,0.2,"c(""Traditio0l Icing:"", ""In a large bowl, whisk together the powdered sugar, vanilla, salt and enough milk until you get an icing that is smooth yet not too thick but not too runny. Add a teaspoon of milk at a time if needed to create the right consistency. Divide between bowls and tint with food coloring, if desired. This makes about 1 Â½ cups of icing."", ""You can spread this icing onto cooled sugar cookies, or use the dip method, which is what I prefer. Carefully dunk each cookie, one at a time, into the icing and allow any excess to drip off before turning right side up and placing on a baking sheet to set. If you plan on decorating with sprinkles, you want to do that right away while the icing is still wet so that they stick. Continue dipping each cookie until all are decorated. Allow the icing to set for at least 10 minutes before storing or eating."", 
""Buttercream Icing:"", ""In a large bowl, cream together the butter and shortening until creamy. Add the powdered sugar vanilla, salt and enough of the half and half as needed to create a smooth and creamy frosting. This should be on the thicker side and not runny at all. If the icing is too thick, you can add more half and half, a teaspoon at a time until the correct consistency is reached. Divide between bowls and tint with food coloring, if desired. This makes about 2 Â½ cups of icing."", ""To decorate, you can spread the frosting onto cooled sugar cookies with a small spatula or use piping bags with various decorating tips to create a more professio0l or intricate design. If you plan on decorating with sprinkles as well, you want to place them right after decorating with the icing before it sets."", 
""Royal Icing:"", ""In a large bowl, beat together the powdered sugar, meringue powder, and enough water to create a thick and glossy icing. Divide between different bowls and tint with food coloring, if desired. Cover each bowl with plastic wrap or a damp paper towel to prevent them from drying out. This makes about 4 cups of icing."", ""Royal icing usually has two different applications to it. One is the outline which is slightly thicker icing that you use to outline the designs on your sugar cookies. To achieve this, uncover one of the bowls of icing and whisk in Â¼ teaspoon of water at a time until you reach the correct consistency. It should be thick but still pourable. Transfer to a piping bag with a small circle decorating tip. Create an outline of frosting around the edge of your cooled sugar cookies and then let set for about 5 minutes."", 
""The second royal icing application is referred to as flooding. To achieve this, uncover one of the bowls of icing and whisk in Â¼ teaspoon of water at a time until you reach the correct consistency. It should be thinner than the first and pourable. If you lift up the beater the icing should fall and disappear in a matter of seconds. Transfer to a piping bag with a medium circle decorating tip. Then quickly pipe the icing into the center of each outlined cookie, tilting the cookie so that the icing spread out towards the outline. Use a long skewer or toothpick to help spread the icing a bit if needed or to remove any air bubbles. Allow the icing to set for about 10 to 15 minutes before storing or eating.""
)"
541213,TZATZIKI SAUCE,0,PT15M,PT15M,"c(""English cucumber"", ""sea salt"", ""garlic cloves"", ""dill"", ""lemon juice"", ""lemon zest"", ""black pepper"")",17.5,0.1,0,0,3490.8,4.2,0.6,1,0.7,"c(""Using large holes of the grater, grate cucumber over a bowl and then chop cucumber finely if needed; transfer to a fine sieve. Sprinkle kosher salt evenly and let sit for 30 minutes. Transfer cucumber in a cheese cloth and squeezing out excess water; set aside."", ""In a bowl, combine yogurt, lemon juice, garlic, dill and pepper. Add the strained cucumber and mix well. Taste and adjust seasoning, if needed. Refrigerate for 2 hours or overnight. Just before serving, sprinkle a little more fresh chopped basil on top.""
)"
541214,Chinese Herbal Oil Rice,PT1H20M,PT40M,PT2H,"c(""herbs"", ""rice"", ""mushrooms"", ""garlic"", ""eggs"", ""scallions"", ""rock salt"", ""white pepper powder"", ""sugar"", ""thick soy sauce"", ""tapioca flour"", ""thick soy sauce"", ""rock salt"", ""sugar"", ""rice wine"", ""fish sauce"", ""oyster sauce"")",1089.5,23.9,6.4,260.5,891,171.2,3.5,6.6,41.1,"c(""Boil and peel 5 eggs."", ""Slice dry mushrooms with bread knife. Half whole garlic horizontally. Chop scallions."", ""Dice half-defrost chicken thigh and Chinese sausage."", ""Mari0te chicken with salt, pepper, sugar, thick soy sauce and tapioca flour. Keep in fridge."", ""Place Chinese herbal and garlic in a muslin bag."", ""In a medium pot, add herbal, mushroom and chicken stock."", ""Covered and bring the soup to boil with medium heat."", ""Turn heat to low and simmer for 40 minutes."", ""Discard herbal and garlic. Separate mushroom from soup. Make sure the amount of soup is 550 ml. Add water if necessary. Prepare sauce with thick soy sauce, salt, sugar, rice wine, fish sauce and oyster sauce."", 
""Wash rice for a few times until water appeared clear."", ""Mix sauce with soup. Add rice, soup and mushroom to a rice cooker."", ""Set it to cook. Kept it covered for another 15 minutes after done."", ""Meanwhile, heat 1 tbsp oil in a non stick pan."", ""SautĂ© Chinese sausage until crispy brown and keep aside."", ""SautĂ© chicken cube until done."", ""Give cooked rice, sausage and chicken cube a good mix."", ""Garnish with scallions and eggs. Done."")"
541215,Grapefruit Spritz,PT5M,PT2M,PT7M,"""grapefruit""",145.3,0.2,0,0,4.2,21.5,0,0.8,1.6,"c(""1. combine Aperol and prosecco into wine glass with ice."", ""2. Top off with Sprig Citrus Origi0l."", ""3. Garnish with grapefruit twist."")"
541216,Heavenly Chocolate Chip Bread Pudding,PT1H,PT25M,PT1H25M,"c(""eggs"", ""caster sugar"", ""vanilla extract"")",463.7,40,24.1,256.1,88.1,20.6,0,17.1,6.8,"c(""If your brioche rolls are stale, then move to step 2. If they are fresh, gently toast them in the oven for 2-3 minutes."", ""Preheat oven to 150 degrees Celsius(300 degrees Fahrenheit) for a fan-forced oven. Preheat 170 degrees celsius for conventio0l oven."", ""Whisk the eggs, sugar, vanilla and cream until the sugar has dissolved."", ""Cut the brioche rolls in half, laying them flat onto a 10x10 inch baking pan/brownie tin. Pour over cream-egg mixture."", ""Cover, then soak for an hour in the fridge, or overnight if you wish."", 
""Cover with foil, then place in a water bath. The water should reach about halfway of the tin."", ""Bake for approximately 1 hour."", ""When it has finished baking, if you intend on not having leftovers and serving the day it is made, you can place it under the grill for 2-3 minutes for a crispy, crunchy top. If you will have leftovers, skip this step."", ""Enjoy, and serve with ice cream, syrup, custard, fruit, or whipped cream!"")"
541217,EASY TOMATO PUREE,PT20M,PT5M,PT25M,"c(""roma tomatoes"", ""sea salt"")",22.3,0.2,0,0,200,4.8,1.5,3.3,1.1,"c(""After they're washed, cut them in half and then half again. Put tomato pieces in a pot and set the heat to medium-high; cook for 5 minutes. Cooking will release the juices from the tomatoes therefore there's no need to add any other liquid."", ""Reduce the heat to medium-low and cook for 15 minutes, breaking down the pieces with the tip of a spoon or spatula."", ""Remove from the heat and transfer to the jar of a blender. Add salt, put the lid on and process for 30 seconds."", ""From here, there are two options; passe the mixture through a fine sieve over a bowl and discard the seeds and skins or --"", 
""Use it as is or transfer to containers for later use. It makes about 3 cups."")"
541218,Italian Vi0igrette (ROC) Chef S.L. Harris,0,PT5M,PT5M,"c(""red wine vinegar"", ""lemon juice"", ""olive oil"", ""garlic clove"", ""sugar"", ""basil"", ""oregano"", ""onion"", ""salt"", ""pepper"")",133,14.4,2,0,39.6,1.2,0,0.9,0,"c(""add all ingredients."", ""Mix well."", ""serve Cold."")"
541219,Dalgo0 Coffee Recipe: Rich and Frothy Beverage,0,PT15M,PT15M,"c(""instant coffee"", ""sugar"", ""hot water"", ""milk"", ""instant coffee powder"")",229.1,6.7,4.2,25.6,93,36.2,0,25.1,6.7,"c(""Take a bowl. Add 2 tbsp of instant coffee, sugar, and hot water."", ""Now with the help of a whisker or hand-blender, whisk the 3 ingredients for at least 10 minutes or until it becomes frothy or creamy."", ""Then take a regular size serving mug. Add 3/4 cup of cold milk to the mug. Top it with the whipped coffee and adorn it with instant coffee powder. Your Dalgo0 Coffee is ready to drink. Enjoy it with your family as an evening beverage."")"
541220,Petie's Ambrosia Salad,0,PT20M,PT20M,"c(""pineapple"", ""mandarin oranges"", ""seedless grapes"", ""maraschino cherry"", ""sour cream"", ""miniature marshmallow"")",419.6,20.8,9.2,20.6,186.8,59.8,6.5,44.3,6.1,"c(""Mix everything together in a large bowl and chill.  The measurement don't have to be exact, add more of whatever you like. Sometimes add some of the maraschino cherry juice for color."", ""Can be made the day before."")"
541221,Easy Pickled Mushrooms,PT20M,PT30M,PT50M,"c(""mushrooms"", ""garlic cloves"", ""white vinegar"", ""water"", ""sugar"", ""salt"", ""bay leaves"", ""peppercorns"", ""vinegar"")",26.7,0.3,0,0,587.3,4.2,0.8,2.6,2.5,"c(""Clean and wash mushrooms, put them in a pot. Fill enough water to cover the mushrooms."", ""Add 1/2 cup of vinegar to the water, bring it to a boil and cook for 15 minutes. When mushrooms are cooked, drain the liquid and set aside."", ""Into a separate pot, place water, salt, sugar, bay leaves and peppercorns, and bring it to a boil. Once the sugar and salt has dissolved, add 6 tbsp vinegar to the ingredients, then remove from heat and set aside."", ""Clean and dice garlic into small pieces, place diced garlic on the bottom of the jars. Fill the jars with cooked mushrooms."", 
""Pour mari0de over the mushrooms. Cover, using lids and store them in the refrigerator. They can be stored in the refrigerator up to several weeks."")"
541222,Steamed Carrot Cake,PT1H10M,PT30M,PT1H40M,"c(""carrots"", ""brown sugar"", ""eggs"", ""butter"", ""vanilla"", ""bread flour"", ""cin0mon"", ""ground nutmeg"", ""baking soda"", ""baking powder"")",384.5,11.1,3.6,79.1,296.8,61.8,2.9,13.8,8.8,"c(""Add the flour, baking soda, baking powder, cin0mon and nutmeg to a large bowl and combine."", ""In another bowl, add eggs, Greek yogurt, brown sugar, butter, oil, vanilla and carrots. Mix until combine."", ""Fold both mixture into batter, do not whisk."", ""Add the batter to a greased 8 inch spring non-stick pan. Spread evenly with spatula."", ""Place the pan upon the rack of a steamer when water boil."", ""Place the lid on and steam for 55 minutes."", ""Allow it to cool down for 15 minutes after done."", 
""Remove the spring pan. Cut into 8 pieces and serve."")"
541223,Gabrielwich,PT8M,PT15M,PT23M,"c(""butter"", ""garlic powder"", ""Ca0dian bacon"", ""red onions"", ""black olives"", ""mozzarella cheese"", ""lettuce"")",936.1,60.4,23.3,180.8,3428.1,45.1,3.5,6.2,50.8,"c(""Mix butter and garlic powder, spread evenly on cut sides of hoagie rolls.  Place on a baking sheet, broil in oven till lightly toasted 2-3 minutes depending on your oven."", ""Remove from oven, spread 1 tablespoon of pizza size on each cut side of hoagie roll."", ""On bottom of one roll, place 1/2 of the ca0dian bacon - place them loosely.  Repeat with the remaining ca0dian bacon on other roll bottom.  Next place 6 slices of salami on top of the bacon."", ""On the roll top, top with 6 slices of pepperoni."", 
""Spread the mozzarella cheese evenly over the 4 halves.  Top with black olives and red onions."", ""Return to oven, broil until cheese starts to bubble and brown."", ""Lay lettuce on each bottom piece, place top on and enjoy!"")"
541224,EASY MANDARIN CHICKEN,PT20M,PT15M,PT35M,"c(""cornstarch"", ""low sodium chicken broth"", ""white vinegar"", ""granulated sugar"", ""low sodium soy sauce"", ""canola oil"", ""chicken breasts"", ""white pepper"", ""sea salt"", ""fresh ginger"", ""garlic clove"", ""hoisin sauce"", ""sliced water chestnuts"", ""mandarin oranges"", ""green onions"", ""sesame seeds"")",423.4,14.9,2.8,46.6,749,54.8,4,39.5,19.1,"c(""In a measuring cup, mix orange juice with cornstarch; set aside. In a mixing bowl, combine broth, vinegar, sugar and soy sauce; whisk to combine and set aside."", ""In a large skillet over medium-high heat, add canola and sesame oil. When hot, add chicken and season with white pepper and sea salt; sautĂ© for 3 minutes or until no longer pink. Add ginger and garlic; sautĂ© for 1 minute. Add hoisin sauce, stir well before adding chestnuts and red peppers; cook for 2 minutes."", ""Stir in the broth mixture and bring to a boil. Reduce heat to medium and simmer for 10 minutes. Stir in orange juice/cornstarch mixture until the sauce thickens. Add mandarin orange segments and gently incorporate into the mixture. Cook enough to warm up the orange segments; serve over a bed of white rice and garnish with green onions and sesame seeds. Makes 3-4 servings.""
)"
541225,Best-Ever Sugar Cookie Recipe,0,PT30M,PT30M,"c(""butter"", ""cream cheese"", ""sugar"", ""powdered sugar"", ""egg"", ""flour"", ""baking powder"", ""salt"", ""butter"", ""powdered sugar"", ""milk"", ""vanilla"")",293.1,12,7.2,40.5,164.6,44.8,0.4,33.2,2.5,"c(""Preheat oven to 375."", ""Cream butter, cream cheese, sugars, egg, and almond extract in large bowl until fluffy."", ""In a medium bowl, combine sugar, baking powder, and salt."", ""Add dry ingredients to creamed mixture.  Stir until soft dough forms."", ""Roll out and cut with cookie cutter.  Thin dough will make crunchy cookies.  If you want soft dough, it needs to be about 3/8 inch thick.  Don't try to handle the dough too much."", ""Bake 8 to 10 minutes on a greased pan (I used my butter wrappers to grease).  Let cool."", 
""Make frosting by mixing all ingredients with hand mixer.  If too thick, add a tad more milk.  Frost cookies and enjoy."")"
